Category,Topology,Source Framework,Precision,Inferred With,CPU,GPU,NPU,Last Verified
Object Detection,human-pose-estimation-0004,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Object Detection,human-pose-estimation-0005,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Object Detection,human-pose-estimation-0005,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Object Detection,human-pose-estimation-0006,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Object Detection,human-pose-estimation-0006,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Object Detection,human-pose-estimation-0007,onnx,FP32,OpenVINO,passed,,passed,OpenVINO 2026.2
Object Detection,human-pose-estimation-0007,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Object Detection,human-pose-estimation-3d-0001,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Object Detection,human-pose-estimation-3d-0001,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
"Image Processing, Enhancement ",hybrid-cs-model-mri,tf2,FP32,OpenVINO,passed,,passed,OpenVINO 2026.2
"Image Processing, Enhancement ",hybrid-cs-model-mri,tf2,FP16,OpenVINO,passed,,passed,OpenVINO 2026.2
"Image Processing, Enhancement ",hybrid-cs-model-mri,tf2,FP16-INT8,OpenVINO,passed,,passed,OpenVINO 2026.2
Action Recognition,i3d-flow,tf,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Action Recognition,i3d-flow,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Action Recognition,i3d-flow,tf,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2026.2
Action Recognition,i3d-rgb,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Action Recognition,i3d-rgb,tf,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2026.2
Action Recognition,i3d-rgb,tf,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Natural Language Processing,ibert-roberta-base,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Natural Language Processing,ibert-roberta-base,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2026.2
Natural Language Processing,ibert-roberta-base-finetuned-mrpc,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2026.2
Semantic Segmentation,icnet-camvid-ava-0001,tf,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Semantic Segmentation,icnet-camvid-ava-0001,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Semantic Segmentation,icnet-camvid-ava-0001,tf,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2026.2
Semantic Segmentation,icnet-camvid-ava-sparse-30-0001,tf,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Semantic Segmentation,icnet-camvid-ava-sparse-30-0001,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Semantic Segmentation,icnet-camvid-ava-sparse-60-0001,tf,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Semantic Segmentation,icnet-camvid-ava-sparse-60-0001,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Semantic Segmentation,icnet-camvid-ava-sparse-60-0001,tf,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2026.2
Semantic Segmentation,icnet-camvid-onnx-0001,onnx,FP16,OpenVINO,passed,,passed,OpenVINO 2026.2
Semantic Segmentation,icnet-camvid-onnx-0001,onnx,FP16-INT8,OpenVINO,passed,,passed,OpenVINO 2026.2
Video Processing ,IFRNet_GoPro,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Video Processing ,IFRNet_Vimeo90K,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,ig_resnext101_32x8d,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,image-retrieval-0001,tf,FP32,OpenVINO,passed,,passed,OpenVINO 2026.2
Image Classification,image-retrieval-0001,tf,FP16,OpenVINO,passed,,passed,OpenVINO 2026.2
Image Classification,image-retrieval-0001,tf,FP16-INT8,OpenVINO,passed,,passed,OpenVINO 2026.2
Image Classification,inception_resnet_v2,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,inception_v3,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,inception_v4,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,inception-resnet-v2,tf,FP32,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,inception-resnet-v2,tf,FP16,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,inception-resnet-v2,tf,FP16-INT8,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,inceptionv3-int8-onnx-0001,onnx,FP16-INT8,OpenVINO,,,passed,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-person-0007,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-person-0007,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-person-0007,onnx,FP16-INT8,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0002,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0002,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0010,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0010,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0050,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0050,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0083,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0083,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0091,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0091,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0228,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-0228,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-1025,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-1025,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-1025,onnx,FP16-INT8,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-1039,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-1039,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-1040,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Instance Segmentation,instance-segmentation-security-1040,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Audio,intel_dns,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Audio,intel_dns,onnx,FP32,OpenVINO,passed,,passed,OpenVINO 2026.2
Audio,intel_dns,onnx,INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Large Language Model,internlm2-1_8b,pytorch,INT4,Optimum Intel,passed,,,OpenVINO 2026.2
Large Language Model,internlm2-7b,pytorch,INT4,Optimum Intel,passed,,,OpenVINO 2026.2
Large Language Model,internlm2-chat-1_8b,pytorch,INT4,Optimum Intel,passed,,,OpenVINO 2026.2
Large Language Model,internlm2-chat-7b,pytorch,INT4,Optimum Intel,passed,,,OpenVINO 2026.2
Large Language Model,internlm2-chat-7b-sft,pytorch,INT4,Optimum Intel,passed,,,OpenVINO 2026.2
Large Language Model,internlm2-math-7b,pytorch,INT4,Optimum Intel,passed,,,OpenVINO 2026.2
Large Language Model,internlm2-math-base-7b,pytorch,INT4,Optimum Intel,passed,,,OpenVINO 2026.2
Multimodal Large Language Model,internvl2-4b,pytorch,FP4-NORMALIZED,OpenVINO,,passed,,OpenVINO 2026.2
Multimodal Large Language Model,internvl2-4b,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2026.2
Multimodal Large Language Model,internvl2-4b,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Multimodal Large Language Model,internvl2-4b,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Video Processing ,iseebetter,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Video Processing ,iseebetter,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Video Processing ,iseebetter,onnx,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2026.2
Large Language Model,jais-13b,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,jais-13b,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,jais-13b,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Natural Language Processing,jina-clip-v1,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Classification,jx_nest_small,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Natural Language Processing,kcbert-base,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Object Detection,keypoint_rcnn_R_50_FPN_1x,pytorch,FP32,torch.compile,,passed,,OpenVINO 2026.2
Object Detection,keypointrcnn_resnet50_fpn,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Natural Language Processing,klue-roberta-base-ner,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2026.2
Image Classification,lambda_resnet50ts,pytorch,FP32,torch.compile,passed,passed,,OpenVINO 2026.2
Image Classification,lamhalobotnet50ts_256,pytorch,FP32,torch.compile,passed,passed,,OpenVINO 2026.2
Object Detection,landmarks-regression-retail-0009,onnx,FP32,OpenVINO,,,passed,OpenVINO 2026.2
Object Detection,landmarks-regression-retail-0009,onnx,FP16,OpenVINO,,,passed,OpenVINO 2026.2
Object Detection,landmarks-regression-retail-0009,onnx,FP16-INT8,OpenVINO,,,passed,OpenVINO 2026.2
Natural Language Processing,layoutlm-base-uncased,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Generation,lcm-dreamshaper-v7,pytorch,INT8-CW,OpenVINO,,passed,passed,OpenVINO 2026.2
Image Generation,lcm-dreamshaper-v7,pytorch,INT8-HYBRID,OpenVINO,,passed,,OpenVINO 2026.2
Image Generation,lcm-dreamshaper-v7,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Image Generation,lcm-sdxl,pytorch,INT8-CW,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Generation,lcm-sdxl,pytorch,INT8-HYBRID,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Generation,lcm-sdxl,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Classification,lcnet_075.ra2_in1k,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image to Image,LearningToPaint,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
"Image Processing, Enhancement ",learning-to-see-in-the-dark-fuji,tf,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
"Image Processing, Enhancement ",learning-to-see-in-the-dark-fuji,tf,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
"Image Processing, Enhancement ",learning-to-see-in-the-dark-fuji,tf,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
"Image Processing, Enhancement ",learning-to-see-in-the-dark-sony,tf,FP32,OpenVINO,,,passed,OpenVINO 2026.2
"Image Processing, Enhancement ",learning-to-see-in-the-dark-sony,tf,FP16,OpenVINO,,,passed,OpenVINO 2026.2
"Image Processing, Enhancement ",learning-to-see-in-the-dark-sony,tf,FP16-INT8,OpenVINO,,,passed,OpenVINO 2026.2
Natural Language Processing,led-base-16384,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,legacy_senet154,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,legacy_seresnet34,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,legacy_seresnext50_32x4d,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Natural Language Processing,legal-bert-base-uncased,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Particle Interaction,lennard_jones,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,levit_128s.fb_dist_in1k,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,levit_conv_128.fb_dist_in1k,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,levit-128s,onnx,FP32,OpenVINO,passed,,passed,OpenVINO 2026.2
Image Classification,levit-128s,pytorch,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Classification,levit-128s,onnx,FP16,OpenVINO,passed,,passed,OpenVINO 2026.2
Image Classification,levit-128s,onnx,FP16-INT8,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,levit-256,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2026.2
Text Detection,license-plate-recognition-barrier-0007,tf,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Text Detection,license-plate-recognition-barrier-0007,tf,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Text Detection,license-plate-recognition-barrier-0007,tf,FP16-INT8,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,llama-2-13b-chat-hf,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,llama-2-13b-chat-hf,pytorch,FP4-NORMALIZED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,llama-2-13b-chat-hf,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,llama-2-13b-chat-hf,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,Llama-2-13b-chat-hf,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Llama-2-13b-hf,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,llama-2-7b-chat-hf,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,llama-2-7b-chat-hf,pytorch,FP4-NORMALIZED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,llama-2-7b-chat-hf,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,llama-2-7b-chat-hf,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,Llama-2-7b-chat-hf,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Llama-2-7b-hf,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,llama-3.1-8b,pytorch,INT4-MIXED,OpenVINO,,,passed,OpenVINO 2026.2
Large Language Model,llama-3.1-8b,pytorch,FP4-NORMALIZED,OpenVINO,,,passed,OpenVINO 2026.2
Large Language Model,llama-3.1-8b-instruct,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,llama-3.1-8b-instruct,pytorch,FP4-NORMALIZED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,llama-3.1-8b-instruct,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,llama-3.1-8b-instruct,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,llama-3.2-1b-instruct,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,llama-3.2-1b-instruct,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,llama-3.2-1b-instruct,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,llama-3.2-3b-instruct,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,llama-3.2-3b-instruct,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,llama-3.2-3b-instruct,pytorch,FP4-NORMALIZED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,llama-3.2-3b-instruct,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,llama-3-8b-instruct,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,llama-3-8b-instruct,pytorch,FP4-NORMALIZED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,llama-3-8b-instruct,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,llama-3-8b-instruct,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Vision Language Model,llava-next-video-7b-hf,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Vision Language Model,llava-next-video-7b-hf,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2026.2
Vision Language Model,llava-next-video-7b-hf,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Vision Language Model,llava-v1.6-mistral-7b-hf,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Vision Language Model,llava-v1.6-mistral-7b-hf,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Natural Language Processing,Longformer,pytorch,FP32,torch.compile,passed,passed,,OpenVINO 2026.2
Natural Language Processing,longformer-base-4096,pytorch,FP32,torch.compile,passed,passed,,OpenVINO 2026.2
Image Classification,lraspp_mobilenet_v3_large,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,lraspp-mobilenet-v3-large,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,lraspp-mobilenet-v3-large,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,lraspp-mobilenet-v3-large,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Video Processing ,ltx-video,pytorch,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Video Processing ,ltx-video,pytorch,INT8-CW,OpenVINO,passed,passed,,OpenVINO 2026.2
Video Processing ,ltx-video,pytorch,INT4-MIXED,OpenVINO,passed,passed,,OpenVINO 2026.2
Natural Language Processing,m2m100_418M,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-de-en-0001,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-de-en-0001,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-de-en-0002,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-de-en-0002,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-en-de-0001,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-en-de-0001,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-en-de-0002,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-en-de-0002,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-en-ru-0002,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-en-ru-0002,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-ru-en-0002,onnx,FP32,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-ru-en-0002,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,machine-translation-nar-ru-en-0002,onnx,FP16-INT8,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,Magicoder-CL-7B,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Magicoder-DS-6.7B,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Magicoder-S-CL-7B,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Magicoder-S-DS-6.7B,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Text Recognition,maml_omniglot,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Large Language Model,MarianCausalLM,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Natural Language Processing,marian-finetuned-kde4-en-to-cn-accelerate,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_inception_resnet_v2_atrous_coco,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_inception_resnet_v2_atrous_coco,tf,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_inception_v2_coco,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_inception_v2_coco,tf,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2026.2
Object Detection,mask_rcnn_R_50_C4_1x,pytorch,FP32,torch.compile,,passed,,OpenVINO 2026.2
Object Detection,mask_rcnn_R_50_DC5_1x,pytorch,FP32,torch.compile,,passed,,OpenVINO 2026.2
Object Detection,mask_rcnn_R_50_FPN,pytorch,FP32,torch.compile,,passed,,OpenVINO 2026.2
Object Detection,mask_rcnn_R_50_FPN_1x,pytorch,FP32,torch.compile,,passed,,OpenVINO 2026.2
Object Detection,mask_rcnn_R_50_FPN_3x,pytorch,FP32,torch.compile,,passed,,OpenVINO 2026.2
Object Detection,mask_rcnn_R_50_FPN_3x_dconv_c3-c5,pytorch,FP32,torch.compile,,passed,,OpenVINO 2026.2
Object Detection,mask_rcnn_R_50_FPN_noaug_1x,pytorch,FP32,torch.compile,,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_resnet101_atrous_coco,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_resnet101_atrous_coco,tf,INT8,OpenVINO,passed,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_resnet101_atrous_coco,tf,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_resnet101_atrous_coco,tf,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_resnet50_atrous_coco,tf,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_resnet50_atrous_coco,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_resnet50_atrous_coco,tf,INT8,OpenVINO,passed,passed,,OpenVINO 2026.2
Instance Segmentation,mask_rcnn_resnet50_atrous_coco,tf,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2026.2
"Image Processing, Enhancement ",Mask-AI-SRGAN,tf,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
